Loading stratified splits (ensures (dEdge, length) combinations are held out)...
Stratified training set size: 21352
Stratified validation set size: 1858
Stratified test set size: 2410
Note: Validation/test sets contain (dEdge, length) combinations not seen in training
Loaded ML_dEdge critic model from /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge/models/iteration2/Transformer_curriculum_lr_0.2_bs_1024.pt
Critic model frozen (no gradients)
Adversarial training enabled with lambda=1.0
Training on cuda
Total parameters: 25,451,541
Training samples: 21352
Validation samples: 1858
Adversarial training: ENABLED (lambda=1.0, freq=1)
Training metrics will be saved to: /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge_gen/v1+2/data/training_metrics_lr0.0005_bs512_lam1.0_ep400_1.csv
Epoch 1: New best model saved! (Valid Loss: 0.5400 = Gen: 3.4270 + λ*Adv: 0.5400)
Epoch 65/400: Total Loss: 1.0576 | Generator Loss: 3.3794 | Adversarial Loss: 1.0576 | Valid Loss: 0.5561 (Gen: 3.4270, Adv: 0.5561) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.57% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 66/400: Total Loss: 1.0504 | Generator Loss: 3.3795 | Adversarial Loss: 1.0504 | Valid Loss: 0.5681 (Gen: 3.4270, Adv: 0.5681) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 67/400: Total Loss: 1.0564 | Generator Loss: 3.3779 | Adversarial Loss: 1.0564 | Valid Loss: 0.5126 (Gen: 3.4270, Adv: 0.5126) | Perplexity: 29.31 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 68/400: Total Loss: 1.0672 | Generator Loss: 3.3795 | Adversarial Loss: 1.0672 | Valid Loss: 0.5469 (Gen: 3.4270, Adv: 0.5469) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 69/400: Total Loss: 1.0609 | Generator Loss: 3.3788 | Adversarial Loss: 1.0609 | Valid Loss: 0.5299 (Gen: 3.4270, Adv: 0.5299) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 70/400: Total Loss: 1.0636 | Generator Loss: 3.3788 | Adversarial Loss: 1.0636 | Valid Loss: 0.5217 (Gen: 3.4270, Adv: 0.5217) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 71/400: Total Loss: 1.0665 | Generator Loss: 3.3786 | Adversarial Loss: 1.0665 | Valid Loss: 0.5562 (Gen: 3.4270, Adv: 0.5562) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 72/400: Total Loss: 1.0683 | Generator Loss: 3.3791 | Adversarial Loss: 1.0683 | Valid Loss: 0.5423 (Gen: 3.4270, Adv: 0.5423) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.52% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 73/400: Total Loss: 1.0499 | Generator Loss: 3.3787 | Adversarial Loss: 1.0499 | Valid Loss: 0.5554 (Gen: 3.4270, Adv: 0.5554) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 74/400: Total Loss: 1.0665 | Generator Loss: 3.3794 | Adversarial Loss: 1.0665 | Valid Loss: 0.5104 (Gen: 3.4270, Adv: 0.5104) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.51% (train) / 0.81% (val) | LR: 1.00e-06
